Source ID,Source Name,Author,Title,Description,URL,URL To Image,Published At,Content,Film,Aspect,
,/FILM,staff@slashfilm.com (Ethan Anderton),"Catherine Hardwicke Would Cast Jenna Ortega In A Twilight Reboot, But What About Edward?",Twilight director Catherine Hardwicke thinks Jenna Ortega and Jacob Elordi &amp;#39;would be perfect&amp;#39; in the roles of Bella and Edward for a reboot of the franchise.,https://www.slashfilm.com/1455845/catherine-hardwicke-would-cast-jenna-ortega-jacob-elordi-twilight-reboot/,https://www.slashfilm.com/img/gallery/catherine-hardwicke-would-cast-jenna-ortega-in-a-twilight-reboot-but-what-about-edward/l-intro-1701106789.jpg,2023-11-27T19:00:51Z,"During their conversation looking back at the original ""Twilight"" movie, Horowitz proposed pairing new ""Scream"" franchise member Jenna Ortega with ""Kissing Booth"" franchise star Jacob Elordi, who is … [+1767 chars]",N/A,Cast,
,Digital Trends,Jason Struss,3 movies and TV shows like Saltburn you have to watch,"If you liked the new movie Saltburn with Jacob Elordi and Barry Keoghan, you should check out these three movies and TV shows that are just like it.",https://www.digitaltrends.com/movies/saltburn-similar-movies-you-have-to-watch/,https://www.digitaltrends.com/wp-content/uploads/2023/11/the-talented-mr-ripley-2.jpg?resize=1200%2C630&p=1,2023-11-25T19:00:38Z,"In the new movie Saltburn, a talented, but poor young man (The Banshees of Inisherin‘s Barry Keoghan) befriends a rich and charismatic fellow student (Priscilla‘s Jacob Elordi) and gets introduced to… [+4532 chars]",N/A,Cast,
business-insider,Business Insider,Elias Chavez,Napoleon's long and costly invasion of Russia was one of the deadliest military operations in history,"In what would be the beginning of the end of his empire, Napoleon Bonaparte invaded Russia with the largest army Europe had ever seen.",https://www.businessinsider.com/napoleon-invasion-russia-moscow-1812-2023-11,https://i.insider.com/655bdd3622cf74a5739a82f0?width=1200&format=jpeg,2023-11-26T13:09:01Z,"An etching of Napoleon Bonaparte and his army retreating from Russia after a failed invasion.Hulton Archive/Getty Images
<ul><li>When Russia began illegally trading with England, Napoleon prepared t… [+10381 chars]",N/A,Lore,
,Historytoday.com,,Napoleon: Two Centuries of Life After Death,Revolutionary soldier or tyrannical emperor? The question is as pertinent now as when Napoleon Bonaparte died in exile on remote Saint Helena in 1821.,https://www.historytoday.com/archive/feature/napoleon-two-centuries-life-after-death,https://www.historytoday.com/sites/default/files/inline-images/Napoleon-1.jpg,2023-11-25T05:14:51Z,"Napoleon on his Deathbed on St Helena, by Denzil O. Ibbetson, 1821.
The French press announced the following on 7 July 1821:
We received the English papers of the 4th of this month by special dispa… [+17453 chars]",N/A,Lore,
,Kotaku,Levi Winslow,Spider-Man 2 Reportedly Cut A Ton Of Venom Content,"About one month on from Marvel’s Spider-Man 2's launch, we’re learning some new details about Insomniac Games’ open-world robber-stopper RPG. According to a report by YouTuber Evan Filarca, the game had a ton of content cut before releasing on October 20, par…",https://kotaku.com/spider-man-2-miles-morales-venom-symbiote-cut-content-1851048904,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/7797015c8c0c7a626f05c02f05b14006.jpg",2023-11-27T16:15:00Z,"About one month on fromMarvels Spider-Man 2's launch, were learning some new details about Insomniac Games open-world robber-stopper RPG. According to a report by YouTuber Evan Filarca, the game had … [+2415 chars]",N/A,Lore,
,The New Yorker,The New Yorker,The Mail,"Letters respond to Michael Luo’s review of a biography of Mitt Romney, Nikhil Krishnan’s review of “Determined,” by Robert M. Sapolsky, and Michael Schulman’s Profile of Ridley Scott.",https://www.newyorker.com/magazine/2023/12/04/letters-from-the-december-4-2023-issue,,2023-11-27T11:00:00Z,"A Responsible Party
In McKay Coppinss biography of Mitt Romney, which Michael Luo reviews, Romney questions his role in the rise of Trumpism (Books, November 6th). In Coppinss words, Romney wonders,… [+3471 chars]",N/A,Lore,
,Neatorama.com,Miss Cellania,Napoleon's Plan to Retire in America,"For most Americans, Napoleon Bonaparte's dealings with the United States began in 1800 when he acquired the Louisiana territory from Spain, and then while depressed about the Haitian Revolution, turned around and sold it to the US for $15 million, or about th…",https://www.neatorama.com/2023/11/28/Napoleons-Plan-to-Retire-in-America/,https://uploads.neatorama.com/images/posts/911/123/123911/1701224736-0.jpg,2023-11-29T02:25:36Z,"For most Americans, Napoleon Bonaparte's dealings with the United States began in 1800 when he acquired the Louisiana territory from Spain, and then while depressed about the Haitian Revolution, turn… [+934 chars]",N/A,Lore,
,Twistedsifter.com,Matthew Gilligan,‘This feels very Hunger Games.’ Walmart Shopper Gets An Order Dropped From The Sky By A Drone,I can't wait until I can do this where I live!,http://twistedsifter.com/2023/11/this-feels-very-hunger-games-walmart-shopper-gets-an-order-dropped-from-the-sky-by-a-drone/,https://twistedsifter.com/wp-content/uploads/2023/11/TikTokDroneDrop.png,2023-11-30T09:36:57Z,"I don’t know about you, but I simply can’t wait until drone delivery is available where I live.
I have no idea if or when that’s going to happen, but I’m ready for it!
A woman named Sarah posted a … [+1308 chars]",N/A,Lore,
abc-news,ABC News,"HELENA ALVES Associated Press, ALEX TURNBULL Associated Press","One of Napoleon's signature hats on auction in France could fetch upwards of $650,000","One of the signature broad, black bicorne hats that Napoleon Bonaparte wore when he ruled 19th-century France and waged war in Europe is expected to fetch more than half a million euros (dollars) at auction",https://abcnews.go.com/International/wireStory/napoleons-signature-bicorne-hats-auction-france-fetch-upwards-104981457,https://i.abcnewsfe.com/a/a8f9483e-4ee1-4959-99c4-96e01a4a6de1/wirestory_f2e27d28718641e61f859481289dee8c_16x9.jpg?w=992,2023-11-17T17:26:24Z,"FONTAINEBLEAU, France -- One of the signature broad, black bicorne hats that Napoleon Bonaparte wore when he ruled 19th-century France and waged war in Europe is expected to fetch upwards of 600,000 … [+2168 chars]",N/A,Lore,
bbc-news,BBC News,https://www.facebook.com/bbcnews,Napoleon Bonaparte's hat to go on sale at Paris auction,"The black bicorne felt hat was a trademark of the French emperor, and is expected to fetch up to €800,000.",https://www.bbc.co.uk/news/world-europe-67465802,https://ichef.bbci.co.uk/news/1024/branded_news/157E4/production/_131763088_0f28fc119e7deb81106e505412c5539e19b4ad2e0_588_5663_31871000x563.jpg,2023-11-19T00:23:07Z,"A hat belonging to Napoleon Bonaparte when he ruled the French empire in the 19th Century will go on sale at auction in Paris on Sunday.
The bicorne black beaver felt hat is valued between 600,000 a… [+1535 chars]",N/A,Lore,
al-jazeera-english,Al Jazeera English,Al Jazeera,Napoleon hat fetches record $2.1m at Paris auction,The black beaver felt hat sold at a record price belonged to the ruler of the French empire in the 19th century.,https://www.aljazeera.com/news/2023/11/19/napoleon-hat-fetches-record-2-1m-at-paris-auction,https://www.aljazeera.com/wp-content/uploads/2015/09/1a83955ca3294020b00038e99806cc60_19.jpeg?resize=1200%2C675,2023-11-19T18:34:45Z,"A hat belonging to Napoleon Bonaparte when he was French emperor has sold for a record of nearly two million euros at a French auction.
The black beaver felt hat went for 1.932 million euros ($2.1 m… [+2220 chars]",N/A,Lore,
polygon,Polygon,Oli Welsh,The Disney 100 4K Steelbooks are all $17 a pop for Cyber Monday,The Best Buy-exclusive range of Disney 100 4K Ultra HD Blu-rays in Steelbook cases are reduced to $16.99 — get them while you can,https://www.polygon.com/2023/11/27/23977653/disney-star-wars-marvel-4k-blu-ray-steelbooks-best-buy-cyber-monday,https://cdn.vox-cdn.com/thumbor/TLKcY9hbPEkHuNdG7R8e3kaIN0E=/0x0:3840x2010/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24878956/nightmare_before_christmas_4kultrahd_bluray_review_2.jpg,2023-11-27T14:26:36Z,"Best Buy has an exclusive line of Disney 100 4K Blu-ray discs in Steelbook cases, and it has put them all on offer for Cyber Monday, down to $16.99 from $29.99.
This could be one of the last times t… [+1212 chars]",N/A,N/A,
,The Atlantic,Isabel Fattal,"The Joys of Carole Lombard, Zadie Smith, and High-School Movies",Entertainment musts from Jennifer Senior,https://www.theatlantic.com/newsletters/archive/2023/11/the-joys-of-carole-lombard-zadie-smith-and-high-school-movies/676108/?utm_source=feed,,2023-11-26T13:00:00Z,"This is an edition of The Atlantic Daily, a newsletter that guides you through the biggest stories of the day, helps you discover new ideas, and recommends the best in culture. Sign up for it here.We… [+8739 chars]",N/A,N/A,
,[Removed],,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed],N/A,N/A,
,Destructoid,Andrea Gonzalez,7 of the best RPG Maker horror games you should check out,"RPG Maker and indie horror games have an amazing symbiotic relationship. The engine is relatively cheap and easy to use, even for those who have little experience with coding games. It also has enough flexibility to let creators create wonderful 2D adventures…",https://www.destructoid.com/best-rpg-maker-horror-games/,https://www.destructoid.com/wp-content/uploads/2023/11/ib-steam-page-intro.jpg,2023-11-28T22:31:41Z,"RPG Maker and indie horror games have an amazing symbiotic relationship. The engine is relatively cheap and easy to use, even for those who have little experience with coding games. It also has enoug… [+6614 chars]",N/A,N/A,
engadget,Engadget,Jeff Dunn,"The 41 best Cyber Monday gaming deals of 2023: PC accessories, consoles, monitors, games and more","Cyber Monday has brought a truckload of deals on gaming gear for PCs, PS5, Xbox and Nintendo Switch alike. As always, most of those offers aren't really deals at all — but if you want a hand in upgrading your setup, we've scoured the many sales happening arou…",https://www.engadget.com/the-41-best-cyber-monday-gaming-deals-of-2023-pc-accessories-consoles-monitors-games-and-more-224313947.html,https://s.yimg.com/ny/api/res/1.2/Tt6u.4uwiQYYxgccs7wVqA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03MjE-/https://s.yimg.com/os/creatr-uploaded-images/2023-11/480c7180-8c88-11ee-9bff-519ef6e6e2fa,2023-11-27T22:43:13Z,"Cyber Monday has brought a truckload of deals on gaming gear for PCs, PS5, Xbox and Nintendo Switch alike. As always, most of those offers aren't really deals at all but if you want a hand in upgradi… [+33576 chars]",N/A,N/A,
techradar,TechRadar,Athena Dawson,Prime Video’s new game-inspired series looks equal parts haunting and thrilling,We just got our first look at the series version of the popular dystopian game.,https://www.techradar.com/streaming/entertainment/prime-videos-new-game-inspired-series-looks-equal-parts-haunting-and-thrilling,https://cdn.mos.cms.futurecdn.net/nuu9o3aqGmvrAQMrKxqYYK-1200-80.jpg,2023-11-28T23:57:00Z,"Prime Video finally teased a first look at its upcoming show based on the popular video game series Fallout, and it looks like it will closely follow the plot of the game series.
Amazon Studios reve… [+2133 chars]",N/A,N/A,
ign,IGN,Amelia Emberwing,Taylor Swift Is Reminding Studio Heads How Movie Releases Should Work,"The Taylor Swift Eras Tour concert film will be headed to VOD soon. With the news, the pop star has reminded Hollywood execs about what the distribution model is supposed to look like.",https://www.ign.com/articles/taylor-swift-is-reminding-studio-heads-how-movie-releases-should-work,https://assets-prd.ignimgs.com/2023/11/29/taytaymovie-columns-1701243202537.jpg?width=1280,2023-11-29T16:30:00Z,"When Taylor Swift announced that she would be releasing a taping of her wildly popular Eras tour in theaters across the world, studio heads were pretty pissed
. The singer-songwriter worked directly… [+9185 chars]",N/A,N/A,
polygon,Polygon,Charlie Hall,"Witcher to fight Buffy, Deadpool, Bruce Lee, and Beowulf with new Unmatched release","Unmatched, the action board game of fanciful matchups, is adding The Witcher to a lineup that already includes Buffy, Bruce Lee, and Beowulf.",https://www.polygon.com/tabletop-games/23980911/unmatched-the-witcher-release-date-price,https://cdn.vox-cdn.com/thumbor/L6VK2K0TOvkI7Xf_5rey-reBXKw=/104x0:3771x1920/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/24755996/The_Witcher_n_S3_E4_00_28_49_08.jpg,2023-11-29T15:00:42Z,"Unmatched, the wildly popular action board game from Restoration Games, will add Geralt of Rivia the Witcher himself and five of his closest allies to a slate of fighters already teeming with talent.… [+2105 chars]",N/A,N/A,
time,Time,Richard Newby,The 10 Best Video Games of 2023,From notable remakes like 'Dead Space' to long-awaited follow-ups like 'Alan Wake II',https://time.com/6340124/best-video-games-2023/,https://api.time.com/wp-content/uploads/2023/11/Best-of-Culture-2023.jpg?quality=85,2023-11-29T16:53:15Z,"2023 proved to be a blockbuster year for video games. Hotly anticipated platform titles debuted on a monthly, and sometimes biweekly, basis, consuming video gamers' time (and the contents of their wa… [+17048 chars]",N/A,N/A,
,Rolling Stone,CT Jones,Audiences Were Losing Faith in YA Films. These Authors Proved Them Wrong,YA authors tell Rolling Stone fan bases have always understood their books — it was the film and TV industry that needed to learn a few lessons.,https://www.rollingstone.com/culture/culture-features/hunger-games-ballad-of-songbirds-percy-jackson-ya-fiction-1234892786/,https://www.rollingstone.com/wp-content/uploads/2023/11/young-adult-fiction.jpg?crop=0px%2C62px%2C1800px%2C1014px&resize=1600%2C900,2023-11-25T15:40:17Z,"YA is dead — at least, that was one prevailingthought after a string of popular young adult books failed to garner success on screens in 2016.  Studio executives blamed the slew of unsuccessful adapt… [+7991 chars]",N/A,N/A,
